Building DAG of jobs...
output_file	date	rule	version	log-file(s)	status	plan
analysis/metrics/TUMOR/TUMOR_metrics.pdf	Mon Aug  8 19:47:24 2022	Metrics_sentieon_plots	-		ok	no update
analysis/metrics/NORMAL/NORMAL_mq_metrics.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_qd_metrics.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_gc_summary.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_gc_metrics.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_aln_metrics.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_is_metrics.txt	Mon Aug  8 19:46:28 2022	Metrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_metrics.pdf	Mon Aug  8 19:46:35 2022	Metrics_sentieon_plots	-		ok	no update
analysis/metrics/all_sample_summaries.txt	Mon Aug  8 19:46:37 2022	metrics_collect_target_summaries	-		ok	no update
analysis/metrics/NORMAL/NORMAL_target_metrics.sample_summary.txt	Mon Aug  8 19:46:27 2022	addExtension	-		ok	no update
analysis/metrics/NORMAL/NORMAL_target_metrics.txt	Mon Aug  8 19:46:27 2022	targets_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_target_metrics.txt.sample_summary	-	targets_sentieon	-		missing	no update
analysis/metrics/TUMOR/TUMOR_target_metrics.sample_summary.txt	Mon Aug  8 19:46:37 2022	addExtension	-		ok	no update
analysis/metrics/TUMOR/TUMOR_target_metrics.txt	Mon Aug  8 19:46:37 2022	targets_sentieon	-		ok	no update
analysis/metrics/TUMOR/TUMOR_target_metrics.txt.sample_summary	-	targets_sentieon	-		missing	no update
analysis/align/TUMOR/TUMOR.realigned.bam	Mon Aug  8 19:47:13 2022	Indel_realigner_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR.realigned.bam.bai	Mon Aug  8 19:47:13 2022	Indel_realigner_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR_prerecal_data.table	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR_recalibrated.bam	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR_recalibrated.bam.bai	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR_postrecal_data.table	Mon Aug  8 19:50:05 2022	Base_recalibration_postcal_sentieon	-		ok	no update
analysis/align/TUMOR/TUMOR_recal.csv	Mon Aug  8 19:50:06 2022	Base_recalibration_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL.realigned.bam	Mon Aug  8 19:47:13 2022	Indel_realigner_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL.realigned.bam.bai	Mon Aug  8 19:47:13 2022	Indel_realigner_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL_prerecal_data.table	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL_recalibrated.bam	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL_recalibrated.bam.bai	Mon Aug  8 19:49:51 2022	Base_recalibration_precal_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL_postrecal_data.table	Mon Aug  8 19:51:22 2022	Base_recalibration_postcal_sentieon	-		ok	no update
analysis/align/NORMAL/NORMAL_recal.csv	Mon Aug  8 19:51:23 2022	Base_recalibration_sentieon	-		ok	no update
analysis/corealignments/RUN/RUN_tn_corealigned.bam	Mon Aug  8 19:51:05 2022	corealignment	-		ok	no update
analysis/corealignments/RUN/RUN_tn_corealigned.bam.bai	Mon Aug  8 19:51:05 2022	corealignment	-		ok	no update
analysis/germline/TUMOR/TUMOR_haplotyper.output.vcf	Mon Aug  8 19:50:21 2022	germline_haplotyper	-		ok	no update
analysis/germline/TUMOR/TUMOR_haplotyper.targets.vcf.gz	Mon Aug  8 19:50:29 2022	germline_bgzip	-		ok	no update
analysis/germline/TUMOR/TUMOR_haplotyper.targets.vcf	-	germline_center_targets	-		missing	no update
analysis/germline/TUMOR/TUMOR_haplotyper.targets.vcf.gz.tbi	Mon Aug  8 19:50:29 2022	germline_tabix	-		ok	no update
analysis/germline/NORMAL/NORMAL_haplotyper.output.vcf	Mon Aug  8 19:52:54 2022	germline_haplotyper	-		ok	no update
analysis/germline/NORMAL/NORMAL_haplotyper.targets.vcf.gz	Mon Aug  8 19:52:59 2022	germline_bgzip	-		ok	no update
analysis/germline/NORMAL/NORMAL_haplotyper.targets.vcf	-	germline_center_targets	-		missing	no update
analysis/germline/NORMAL/NORMAL_haplotyper.targets.vcf.gz.tbi	Mon Aug  8 19:52:59 2022	germline_tabix	-		ok	no update
analysis/germline/RUN/RUN_vcfcompare.txt	Mon Aug  8 19:53:00 2022	germline_vcfcompare	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.vcf.gz	Mon Aug  8 19:52:24 2022	somatic_calling_tumor_TNscope	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.vcf.gz.tbi	Mon Aug  8 19:52:24 2022	somatic_calling_tumor_TNscope	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.vcf	Mon Aug  8 19:53:37 2022	somatic_twist	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.maf	Mon Aug  8 19:55:04 2022	vcf2maf	-	analysis/logs/somatic/RUN/RUN.tnscope.output.twist_vcf2maf.log.txt	ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.vep.vcf	Mon Aug  8 19:55:02 2022	vcfVEP	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.filtered.vcf	Mon Aug  8 19:53:37 2022	somatic_twist_filter	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.filtered.maf	Mon Aug  8 19:54:08 2022	vcf2maf	-	analysis/logs/somatic/RUN/RUN.tnscope.output.twist.filtered_vcf2maf.log.txt	ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.filtered.vep.vcf	Mon Aug  8 19:54:08 2022	vcfVEP	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.filter.vcf	Mon Aug  8 19:52:25 2022	filter_raw_vcf	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.filter.vcf.gz	Mon Aug  8 19:52:25 2022	somatic_gzip_filtered_vcf	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.filter.maf	Mon Aug  8 19:53:19 2022	vcf2maf	-	analysis/logs/somatic/RUN/RUN.tnscope.filter_vcf2maf.log.txt	ok	no update
analysis/somatic/RUN/RUN_tnscope.filter.vep.vcf	Mon Aug  8 19:53:19 2022	vcfVEP	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.twist.pdf	Mon Aug  8 19:55:06 2022	mutationSignature	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.twist.tri_mtrx.json	Mon Aug  8 19:55:06 2022	mutationSignature	-		ok	no update
analysis/somatic/RUN/RUN_tnscope_somatic_SNV_summaries.csv	Mon Aug  8 19:55:02 2022	summarize_SNV_mutations	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.mutation_summaries.csv	Mon Aug  8 19:55:04 2022	summarize_somatic_mutations	-		ok	no update
analysis/somatic/RUN/RUN_tnscope.functional_annot_summaries.csv	Mon Aug  8 19:55:04 2022	summarize_somatic_mutations	-		ok	no update
analysis/somatic/RUN/RUN_tnscope_onco_gene_list.tsv	Mon Aug  8 19:55:04 2022	somatic_get_top_oncogenes	-		ok	no update
analysis/report/json/somatic/RUN_tnscope.somatic.json	Mon Aug  8 19:55:06 2022	somatic_json	-		ok	no update
analysis/purity/RUN/RUN_purity_results.txt	Mon Aug  8 19:56:29 2022	Puritycalls_Facets	-		ok	no update
analysis/purity/RUN/RUN_purity_postprocessed_results.txt	Mon Aug  8 19:56:30 2022	purityprocessing_filter	-		ok	no update
analysis/purity/RUN/RUN.cncf	Mon Aug  8 19:58:33 2022	purityplots_postprocessing	-		ok	no update
analysis/purity/RUN/RUN.optimalpurityvalue.txt	Mon Aug  8 19:58:33 2022	purityplots_postprocessing	-		ok	no update
analysis/purity/RUN/RUN.iterpurityvalues.txt	Mon Aug  8 19:58:33 2022	purityplots_postprocessing	-		ok	no update
analysis/purity/RUN/RUN_facets_gainLoss.bed	Mon Aug  8 19:58:33 2022	purity_callGainLoss	-	analysis/logs/purity/RUN/RUN.callGainLoss.log	ok	no update
analysis/clonality/RUN/RUN_pyclone.tsv	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN_genome_view.pdf	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN_segments.txt	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN_CP_contours.pdf	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN_alternative_solutions.txt	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN_chromosome_view.pdf	Mon Aug  8 20:01:48 2022	clonality_sequenza	-		ok	no update
analysis/clonality/RUN/RUN.bin50.final.seqz.txt.gz	Mon Aug  8 19:59:28 2022	clonality_addheader	-		ok	no update
analysis/clonality/RUN/RUN.bin50.seqz.txt.gz	Mon Aug  8 19:59:28 2022	clonality_sequenza_binning	-		ok	no update
analysis/clonality/RUN/RUN.seqz.txt.gz	Mon Aug  8 19:57:51 2022	clonality_mergeChroms	-		ok	no update
analysis/clonality/RUN/RUN_sequenza_multibam2seqz.done.txt	Mon Aug  8 19:55:39 2022	clonality_sequenza_multibam2seqz	-		ok	no update
analysis/clonality/RUN/RUN_sequenza_gainLoss.bed	Mon Aug  8 20:20:10 2022	clonality_callGainLoss	-	analysis/logs/clonality/RUN/RUN.callGainLoss.log	ok	no update
analysis/clonality/RUN/RUN_pyclone6.input.tsv	Mon Aug  8 20:20:10 2022	clonality_sequenza2pyclone6	-		ok	no update
analysis/clonality/RUN/RUN_pyclone6.results.tsv	Mon Aug  8 20:20:19 2022	clonality_pyclone6_writeOut	-		ok	no update
analysis/clonality/RUN/RUN_pyclone6.h5	Mon Aug  8 20:20:18 2022	clonality_pyclone6_fit	-		ok	no update
analysis/clonality/RUN/RUN_pyclone6.results.summary.tsv	Mon Aug  8 20:20:19 2022	clonality_pyclone6_summarizeResults	-		ok	no update
analysis/report/json/clonality/RUN.clonality.json	Mon Aug  8 20:20:19 2022	clonality_json	-		ok	no update
analysis/cnvkit/RUN/TUMOR_recalibrated.cns	Mon Aug  8 19:53:31 2022	cnvkit	-	analysis/logs/cnvkit/RUN/TUMOR.cnvkit.log	ok	no update
analysis/cnvkit/RUN/TUMOR_recalibrated.call.cns	Mon Aug  8 19:53:31 2022	cnvkit	-	analysis/logs/cnvkit/RUN/TUMOR.cnvkit.log	ok	no update
analysis/cnvkit/RUN/TUMOR_recalibrated-scatter.png	Mon Aug  8 19:53:31 2022	cnvkit	-	analysis/logs/cnvkit/RUN/TUMOR.cnvkit.log	ok	no update
analysis/cnvkit/RUN/TUMOR_recalibrated.call.enhanced.cns	Mon Aug  8 19:58:34 2022	cnvkit_enhance	-	analysis/logs/cnvkit/RUN/TUMOR.cnvkit_enhance.log	ok	no update
analysis/cnvkit/RUN/RUN_cnvkit_gainLoss.bed	Mon Aug  8 19:58:34 2022	cnvkit_callGainLoss	-	analysis/logs/cnvkit/RUN/RUN.cnvkit_callGainLoss.log	ok	no update
analysis/cnvkit/RUN/RUN.call.cns	Mon Aug  8 19:58:34 2022	cnvkit_rename	-		ok	no update
analysis/cnvkit/RUN/RUN.call.enhanced.cns	Mon Aug  8 19:58:34 2022	cnvkit_rename	-		ok	no update
analysis/cnvkit/RUN/RUN.scatter.png	Mon Aug  8 19:58:34 2022	cnvkit_rename	-		ok	no update
analysis/neoantigen/RUN/MHC_Class_I/TUMOR.filtered.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/neoantigen/RUN/MHC_Class_I/TUMOR.all_epitopes.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/neoantigen/RUN/MHC_Class_II/TUMOR.filtered.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/neoantigen/RUN/MHC_Class_II/TUMOR.all_epitopes.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/neoantigen/RUN/combined/TUMOR.filtered.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/neoantigen/RUN/combined/TUMOR.all_epitopes.tsv	Mon Aug  8 20:20:10 2022	neoantigen_pvacseq	-	analysis/logs/neoantigen/RUN/TUMOR.neoantigen_pvacseq.log	ok	no update
analysis/somatic/RUN/RUN_tnscope.output.twist.neoantigen.vep.vcf	Mon Aug  8 19:55:02 2022	neoantigen_vep_annotate	-		ok	no update
analysis/optitype/TUMOR/TUMOR_result.tsv	Mon Aug  8 19:47:29 2022	optitype_hlatyping	-		ok	no update
analysis/optitype/TUMOR/TUMOR_coverage_plot.pdf	Mon Aug  8 19:47:29 2022	optitype_hlatyping	-		ok	no update
analysis/optitype/TUMOR/TUMOR.sorted.chr6.end1.fastq	Mon Aug  8 19:46:35 2022	optitype_bamtofastq	-	analysis/logs/optitype/TUMOR/TUMOR.optitype_bamtofastq.log	ok	no update
analysis/optitype/TUMOR/TUMOR.sorted.chr6.end2.fastq	Mon Aug  8 19:46:35 2022	optitype_bamtofastq	-	analysis/logs/optitype/TUMOR/TUMOR.optitype_bamtofastq.log	ok	no update
analysis/optitype/TUMOR/TUMOR.sorted.chr6.bam	Mon Aug  8 19:46:30 2022	optitype_extract_chr6	-		ok	no update
analysis/optitype/TUMOR/TUMOR.sorted.chr6.bam.bai	Mon Aug  8 19:46:31 2022	optitype_index_chr6bam	-		ok	no update
analysis/hlahd/TUMOR/result/TUMOR_final.result.txt	Mon Aug  8 19:49:45 2022	hlahd	-	analysis/logs/hlahd/TUMOR/TUMOR.hlahd.log	ok	no update
analysis/neoantigen/RUN/RUN_neoantigen_table.tsv	Mon Aug  8 20:20:10 2022	neoantigen_getNeoantigenList	-		ok	no update
analysis/report/json/neoantigen/RUN.neoantigen.json	Mon Aug  8 20:20:10 2022	neoantigen_json	-		ok	no update
analysis/copynumber/RUN/RUN_cnvkit_sequenza.consensus.bed	Mon Aug  8 20:20:10 2022	consensus_cnvkit_sequenza	-		ok	no update
analysis/copynumber/RUN/RUN_cnvkit_facets.consensus.bed	Mon Aug  8 19:58:34 2022	consensus_cnvkit_facets	-		ok	no update
analysis/copynumber/RUN/RUN_sequenza_facets.consensus.bed	Mon Aug  8 20:20:10 2022	consensus_sequenza_facets	-		ok	no update
analysis/copynumber/RUN/RUN_consensus.bed	Mon Aug  8 20:20:10 2022	consensus_all	-		ok	no update
analysis/copynumber/RUN/RUN_consensus_merged_GAIN.bed	Mon Aug  8 20:20:10 2022	consensus_all_merge	-		ok	no update
analysis/copynumber/RUN/RUN_consensus_merged_LOSS.bed	Mon Aug  8 20:20:10 2022	consensus_all_merge	-		ok	no update
analysis/report/json/copynumber/RUN.copynumber.json	Mon Aug  8 20:20:10 2022	copynumber_json	-		ok	no update
analysis/msisensor2/RUN/RUN_msisensor2.txt	Mon Aug  8 19:45:52 2022	msisensor2_copy	-		ok	no update
analysis/msisensor2/RUN/RUN_msisensor	Mon Aug  8 19:45:52 2022	msisensor2	-	analysis/logs/msisensor2/RUN/RUN_msisensor2.log.txt	ok	no update
analysis/msisensor2/RUN/RUN_msisensor_dis	Mon Aug  8 19:45:52 2022	msisensor2	-	analysis/logs/msisensor2/RUN/RUN_msisensor2.log.txt	ok	no update
analysis/msisensor2/RUN/RUN_msisensor_somatic	Mon Aug  8 19:45:52 2022	msisensor2	-	analysis/logs/msisensor2/RUN/RUN_msisensor2.log.txt	ok	no update
analysis/tcellextrect/RUN/RUN_tcellextrect.txt	Mon Aug  8 19:46:15 2022	tcellextrect	-	analysis/logs/tcellextrect/RUN/RUN_tcellextrect.log.txt	ok	no update
analysis/tcellextrect/RUN/RUN_tcellplot.pdf	Mon Aug  8 19:46:15 2022	tcellextrect	-	analysis/logs/tcellextrect/RUN/RUN_tcellextrect.log.txt	ok	no update
analysis/metrics/TUMOR/TUMOR_coverage_metrics.txt	Mon Aug  8 19:46:38 2022	CoverageMetrics_sentieon	-		ok	no update
analysis/metrics/TUMOR/TUMOR_coverage_metrics.txt.sample_summary	-	CoverageMetrics_sentieon	-		missing	no update
analysis/metrics/TUMOR/TUMOR_coverage_metrics.sample_summary.txt	Mon Aug  8 19:46:38 2022	addExtension	-		ok	no update
analysis/metrics/NORMAL/NORMAL_coverage_metrics.txt	Mon Aug  8 19:46:27 2022	CoverageMetrics_sentieon	-		ok	no update
analysis/metrics/NORMAL/NORMAL_coverage_metrics.txt.sample_summary	-	CoverageMetrics_sentieon	-		missing	no update
analysis/metrics/NORMAL/NORMAL_coverage_metrics.sample_summary.txt	Mon Aug  8 19:46:27 2022	addExtension	-		ok	no update
analysis/optitype/NORMAL/NORMAL_result.tsv	Mon Aug  8 19:47:29 2022	optitype_hlatyping	-		ok	no update
analysis/optitype/NORMAL/NORMAL_coverage_plot.pdf	Mon Aug  8 19:47:29 2022	optitype_hlatyping	-		ok	no update
analysis/optitype/NORMAL/NORMAL.sorted.chr6.end1.fastq	Mon Aug  8 19:46:34 2022	optitype_bamtofastq	-	analysis/logs/optitype/NORMAL/NORMAL.optitype_bamtofastq.log	ok	no update
analysis/optitype/NORMAL/NORMAL.sorted.chr6.end2.fastq	Mon Aug  8 19:46:34 2022	optitype_bamtofastq	-	analysis/logs/optitype/NORMAL/NORMAL.optitype_bamtofastq.log	ok	no update
analysis/optitype/NORMAL/NORMAL.sorted.chr6.bam	Mon Aug  8 19:46:29 2022	optitype_extract_chr6	-		ok	no update
analysis/optitype/NORMAL/NORMAL.sorted.chr6.bam.bai	Mon Aug  8 19:46:30 2022	optitype_index_chr6bam	-		ok	no update
analysis/xhla/TUMOR/report-TUMOR-hla.json	Mon Aug  8 19:48:10 2022	xhla	-		ok	no update
analysis/xhla/NORMAL/report-NORMAL-hla.json	Mon Aug  8 19:48:10 2022	xhla	-		ok	no update
analysis/report/config.yaml	Mon Aug  8 19:44:38 2022	report_copy_runInfoFiles	-		ok	no update
analysis/report/metasheet.csv	Mon Aug  8 19:44:38 2022	report_copy_runInfoFiles	-		ok	no update
analysis/report/WES_Meta/02_WES_Run_Version.tsv	Mon Aug  8 19:44:39 2022	report_meta_version	-		ok	no update
analysis/report/WES_Meta/01_WES_Software_Versions.tsv	Mon Aug  8 19:44:38 2022	report_meta_software	-		ok	no update
analysis/report/data_quality/01_mapping_stats.tsv	Mon Aug  8 19:45:00 2022	report_data_quality_table	-		ok	no update
analysis/report/data_quality/01_details.yaml	Mon Aug  8 19:45:00 2022	report_data_quality_table	-		ok	no update
analysis/report/data_quality/02_QC_Plots.tsv	Mon Aug  8 19:47:24 2022	report_data_quality_plots_table	-		ok	no update
analysis/report/data_quality/02_details.yaml	Mon Aug  8 19:47:24 2022	report_data_quality_plots_table	-		ok	no update
analysis/report/data_quality/plots/NORMAL_gcBias.png	Mon Aug  8 19:46:37 2022	report_data_quality_gcPlot	-		ok	no update
analysis/report/data_quality/plots/NORMAL_qualityScore.png	Mon Aug  8 19:46:36 2022	report_data_quality_qualityScore	-		ok	no update
analysis/report/data_quality/plots/NORMAL_qualityByCycle.png	Mon Aug  8 19:46:37 2022	report_data_quality_qualityByCycle	-		ok	no update
analysis/report/data_quality/plots/NORMAL_insertSize.png	Mon Aug  8 19:46:36 2022	report_data_quality_insertSize	-		ok	no update
analysis/report/data_quality/plots/TUMOR_gcBias.png	Mon Aug  8 19:47:24 2022	report_data_quality_gcPlot	-		ok	no update
analysis/report/data_quality/plots/TUMOR_qualityScore.png	Mon Aug  8 19:47:24 2022	report_data_quality_qualityScore	-		ok	no update
analysis/report/data_quality/plots/TUMOR_qualityByCycle.png	Mon Aug  8 19:47:24 2022	report_data_quality_qualityByCycle	-		ok	no update
analysis/report/data_quality/plots/TUMOR_insertSize.png	Mon Aug  8 19:47:24 2022	report_data_quality_insertSize	-		ok	no update
analysis/report/data_quality/03_coverage_statistics.tsv	Mon Aug  8 19:46:37 2022	report_data_quality_coverage	-		ok	no update
analysis/report/data_quality/03_details.yaml	Mon Aug  8 19:46:37 2022	report_data_quality_coverage	-		ok	no update
analysis/report/somatic_variants/01_somatic_variants_summary.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/06_VAF.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/plots/20_lollipop_plot.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/plots/21_lollipop_plot.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/plots/22_lollipop_plot.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/plots/23_lollipop_plot.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/plots/24_lollipop_plot.png	Mon Aug  8 19:55:08 2022	report_somatic_variants_maftoolsPlots	-		ok	no update
analysis/report/somatic_variants/02_summary_table.csv	Mon Aug  8 19:55:04 2022	report_somatic_variants_summary_tbls	-		ok	no update
analysis/report/somatic_variants/03_functional_annotation.csv	Mon Aug  8 19:55:04 2022	report_somatic_variants_summary_tbls	-		ok	no update
analysis/report/somatic_variants/04_SNV_Statistics.csv	Mon Aug  8 19:55:04 2022	report_somatic_variants_summary_tbls	-		ok	no update
analysis/report/somatic_variants/04_details.yaml	Mon Aug  8 19:55:04 2022	report_somatic_variants_summary_tbls	-		ok	no update
analysis/report/somatic_variants/05_tumor_germline_overlap.tsv	Mon Aug  8 19:53:00 2022	report_somatic_variants_germlineCompare	-		ok	no update
analysis/report/somatic_variants/05_details.yaml	Mon Aug  8 19:53:00 2022	report_somatic_variants_germlineCompare	-		ok	no update
analysis/report/somatic_variants/07_lego_plot.png	Mon Aug  8 19:55:06 2022	report_somatic_variants_legoPlot	-		ok	no update
